1515,632,0
4011,630,0
6505,631,0
8999,632,7484
11494,630,7483
13988,631,7483
16483,632,7484
18977,630,7483
19290,578,0
19291,578,1
19293,578,2
19294,578,1
19296,578,2
19298,578,2
19300,578,2
19310,578,10
19322,578,12
19335,578,13
19347,578,12
19360,578,13
19373,578,13
19385,578,12
19397,578,12
19409,578,12
19422,578,13
19435,578,13
19447,578,12
19460,578,13
19472,578,12
19484,578,12
19497,578,13
19510,578,13
19522,578,12
19534,578,12
19547,578,13
19560,578,13
19572,578,12
19585,578,13
19597,578,12
19609,578,12
19621,578,12
19635,578,14
19647,578,12
19659,578,12
19672,578,13
19684,578,12
19697,578,13
19709,578,12
19722,578,13
19734,578,12
19746,578,12
19760,578,14
19772,578,12
19784,578,12
19796,578,12
19809,578,13
19821,578,12
19834,578,13
19847,578,13
19859,578,12
19871,578,12
19884,578,13
19897,578,13
19909,578,12
19921,578,12
19934,578,13
19946,578,12
19959,578,13
19972,578,13
19984,578,12
19996,578,12
20008,578,12
20021,578,13
20034,578,13
20046,578,12
20059,578,13
20071,578,12
20083,578,12
20097,578,14
20109,578,12
20121,578,12
20133,578,12
20146,578,13
20159,578,13
20171,578,12
20184,578,13
20196,578,12
20208,578,12
20220,578,12
20234,578,14
20246,578,12
20258,578,12
20271,578,13
20283,578,12
20296,578,13
20308,578,12
20321,578,13
20333,578,12
20345,578,12
20359,578,14
20371,578,12
20383,578,12
20396,578,13
20408,578,12
20420,578,12
20433,578,13
20446,578,13
20458,578,12
20470,578,12
20483,578,13
20496,578,13
20508,578,12
20520,578,12
20533,578,13
20545,578,12
20558,578,13
20571,578,13
20583,578,12
20595,578,12
20608,578,13
20620,578,12
20633,578,13
20645,578,12
20658,578,13
20670,578,12
20682,578,12
20696,578,14
20708,578,12
20720,578,12
20732,578,12
20745,578,13
20758,578,13
20770,578,12
20783,578,13
20795,578,12
20807,578,12
20819,578,12
20833,578,14
20845,578,12
20857,578,12
20870,578,13
20882,578,12
20895,578,13
20908,578,13
20920,578,12
20932,578,12
20944,578,12
20958,578,14
20970,578,12
20982,578,12
20995,578,13
21007,578,12
21019,578,12
21032,578,13
21045,578,13
21057,578,12
21069,578,12
21082,578,13
21095,578,13
21107,578,12
21120,578,13
21132,578,12
21144,578,12
21157,578,13
21170,578,13
21182,578,12
21194,578,12
21207,578,13
21219,578,12
21232,578,13
21244,578,12
21257,578,13
21269,578,12
21281,578,12
21295,578,14
21307,578,12
21319,578,12
21331,578,12
21344,578,13
21357,578,13
21369,578,12
21382,578,13
21394,578,12
21406,578,12
21419,578,13
21432,578,13
21444,578,12
21456,578,12
21469,578,13
21481,578,12
21494,578,13
21507,578,13
21519,578,12
21531,578,12
21543,578,12
21557,578,14
21569,578,12
21581,578,12
21594,578,13
21606,578,12
21618,578,12
21632,578,14
21644,578,12
21656,578,12
21668,578,12
21681,578,13
21694,578,13
21706,578,12
21719,578,13
21731,578,12
21743,578,12
21756,578,13
21769,578,13
21781,578,12
21793,578,12
21806,578,13
21818,578,12
21831,578,13
21843,578,12
21856,578,13
21868,578,12
21880,578,12
21894,578,14
21906,578,12
21918,578,12
21931,578,13
21943,578,12
21956,578,13
21968,578,12
21981,578,13
21993,578,12
22005,578,12
22018,578,13
22031,578,13
22043,578,12
22055,578,12
22068,578,13
22080,578,12
22093,578,13
22106,578,13
22118,578,12
22130,578,12
22142,578,12
22156,578,14
22168,578,12
22180,578,12
22193,578,13
22205,578,12
22217,578,12
22231,578,14
22243,578,12
22255,578,12
22267,578,12
22280,578,13
22293,578,13
22305,578,12
22318,578,13
22330,578,12
22342,578,12
22355,578,13
22368,578,13
22380,578,12
22392,578,12
22405,578,13
22417,578,12
22430,578,13
22443,578,13
22455,578,12
22467,578,12
22479,578,12
22493,578,14
22505,578,12
22517,578,12
22530,578,13
22542,578,12
22555,578,13
22567,578,12
22580,578,13
22592,578,12
22604,578,12
22617,578,13
22630,578,13
22642,578,12
22654,578,12
22667,578,13
22679,578,12
22692,578,13
22705,578,13
22717,578,12
22729,578,12
22742,578,13
22755,578,13
22767,578,12
22779,578,12
22792,578,13
22804,578,12
22816,578,12
22830,578,14
22842,578,12
22854,578,12
22866,578,12
22879,578,13
22892,578,13
22904,578,12
22917,578,13
22929,578,12
22941,578,12
22955,578,14
22967,578,12
22979,578,12
22991,578,12
23004,578,13
23016,578,12
23029,578,13
23042,578,13
23054,578,12
23066,578,12
23078,578,12
23092,578,14
23104,578,12
23116,578,12
23129,578,13
23141,578,12
23154,578,13
23166,578,12
23179,578,13
23191,578,12
23203,578,12
23216,578,13
23229,578,13
23241,578,12
23254,578,13
23266,578,12
23278,578,12
23291,578,13
23304,578,13
23316,578,12
23328,578,12
23341,578,13
23354,578,13
23366,578,12
23378,578,12
23391,578,13
23403,578,12
23415,578,12
23429,578,14
23441,578,12
23453,578,12
23465,578,12
23478,578,13
23491,578,13
23503,578,12
23516,578,13
