1000,631,0
1474,632,0
2471,630,0
3470,631,2470
4468,632,2994
5467,630,2996
6464,631,2994
7462,632,2994
8461,630,2994
9458,631,2994
9989,578,0
9991,578,2
9993,578,2
9995,578,2
9997,578,2
9999,578,2
10000,578,1
10003,578,3
10015,578,12
10028,578,13
10041,578,13
10053,578,12
10065,578,12
10078,578,13
10090,578,12
10102,578,12
10116,578,14
10128,578,12
10140,578,12
10152,578,12
10165,578,13
10178,578,13
10190,578,12
10203,578,13
10215,578,12
10227,578,12
10241,578,14
10253,578,12
10265,578,12
10277,578,12
10290,578,13
10302,578,12
10315,578,13
10328,578,13
10340,578,12
10352,578,12
10364,578,12
10378,578,14
10390,578,12
10402,578,12
10415,578,13
10427,578,12
10440,578,13
10452,578,12
10465,578,13
10477,578,12
10489,578,12
10502,578,13
10515,578,13
10527,578,12
10540,578,13
10552,578,12
10564,578,12
10577,578,13
10590,578,13
10602,578,12
10614,578,12
10627,578,13
10640,578,13
10652,578,12
10664,578,12
10677,578,13
10689,578,12
10701,578,12
10715,578,14
10727,578,12
10739,578,12
10752,578,13
10764,578,12
10777,578,13
10789,578,12
10802,578,13
10814,578,12
10826,578,12
10840,578,14
10852,578,12
10864,578,12
10876,578,12
10889,578,13
10901,578,12
10914,578,13
10927,578,13
10939,578,12
10951,578,12
10963,578,12
10977,578,14
10989,578,12
11001,578,12
11014,578,13
11026,578,12
11039,578,13
11052,578,13
11064,578,12
11076,578,12
11088,578,12
11101,578,13
11114,578,13
11126,578,12
11139,578,13
11151,578,12
11163,578,12
11176,578,13
11189,578,13
11201,578,12
11213,578,12
11226,578,13
11239,578,13
11251,578,12
11264,578,13
11276,578,12
11288,578,12
11300,578,12
11314,578,14
11326,578,12
11338,578,12
11351,578,13
11363,578,12
11376,578,13
11388,578,12
11401,578,13
11413,578,12
11425,578,12
11439,578,14
11451,578,12
11463,578,12
11475,578,12
11488,578,13
11500,578,12
11513,578,13
11526,578,13
11538,578,12
11550,578,12
11563,578,13
11576,578,13
11588,578,12
11600,578,12
11613,578,13
11625,578,12
11638,578,13
11651,578,13
11663,578,12
11675,578,12
11687,578,12
11700,578,13
11713,578,13
11725,578,12
11738,578,13
11750,578,12
12453,631,2995
13452,632,5990
14449,630,5988
15448,631,2995
16446,632,2994
17444,630,2995
18442,631,2994
19440,632,2994
20439,630,2995
21436,631,2994
22434,632,2994
23433,630,2994
24431,631,2995
25428,632,2994
26427,630,2994
27425,631,2994
28424,632,2996
28944,578,17194
28946,578,2
28947,578,1
28949,578,2
28950,578,1
28951,578,1
28953,578,2
28964,578,11
28977,578,13
28989,578,12
29001,578,12
29015,578,14
29027,578,12
29039,578,12
29051,578,12
29064,578,13
29077,578,13
29089,578,12
29102,578,13
29114,578,12
29126,578,12
29138,578,12
29152,578,14
29164,578,12
29176,578,12
29189,578,13
29201,578,12
29214,578,13
29227,578,13
29239,578,12
29251,578,12
29263,578,12
29277,578,14
29289,578,12
29301,578,12
29314,578,13
29326,578,12
29338,578,12
29351,578,13
29364,578,13
29376,578,12
29388,578,12
29401,578,13
29414,578,13
29426,578,12
29438,578,12
29451,578,13
29463,578,12
29476,578,13
29489,578,13
29501,578,12
29513,578,12
29526,578,13
29538,578,12
29551,578,13
29563,578,12
29576,578,13
29588,578,12
29600,578,12
29614,578,14
29626,578,12
29638,578,12
29650,578,12
29663,578,13
29676,578,13
29688,578,12
29701,578,13
29713,578,12
29725,578,12
29737,578,12
29751,578,14
29763,578,12
29775,578,12
29788,578,13
29800,578,12
29813,578,13
29826,578,13
29838,578,12
29850,578,12
29862,578,12
29876,578,14
29888,578,12
29900,578,12
29913,578,13
29925,578,12
29937,578,12
29950,578,13
29963,578,13
29975,578,12
29987,578,12
30000,578,13
30013,578,13
30025,578,12
30038,578,13
30050,578,12
30062,578,12
30075,578,13
30088,578,13
30100,578,12
30112,578,12
30125,578,13
30137,578,12
30150,578,13
30162,578,12
30175,578,13
30187,578,12
30199,578,12
30213,578,14
30225,578,12
30237,578,12
30249,578,12
30262,578,13
30275,578,13
30287,578,12
30300,578,13
30312,578,12
30324,578,12
30337,578,13
30350,578,13
30362,578,12
30374,578,12
30387,578,13
30399,578,12
30412,578,13
30425,578,13
30437,578,12
30449,578,12
30461,578,12
30475,578,14
30487,578,12
30499,578,12
30512,578,13
30524,578,12
30536,578,12
30550,578,14
30562,578,12
30574,578,12
30586,578,12
30599,578,13
30612,578,13
30624,578,12
30637,578,13
31418,632,2994
32416,630,5989
33414,631,5989
34412,632,2994
35410,630,2994
36409,631,2995
37406,632,2994
38405,630,2995
39403,631,2994
40401,632,2995
41399,630,2994
42397,631,2994
43396,632,2995
44394,630,2995
44621,578,13984
44623,578,2
44625,578,2
44627,578,2
44630,578,3
44631,578,1
44633,578,2
44642,578,9
44654,578,12
44666,578,12
44679,578,13
44691,578,12
44704,578,13
44717,578,13
44729,578,12
44741,578,12
44753,578,12
44766,578,13
44779,578,13
44791,578,12
44804,578,13
44816,578,12
44828,578,12
44841,578,13
44854,578,13
44866,578,12
44878,578,12
44891,578,13
44904,578,13
44916,578,12
44929,578,13
44941,578,12
44953,578,12
44965,578,12
44979,578,14
44991,578,12
45003,578,12
45016,578,13
45028,578,12
45041,578,13
45053,578,12
45066,578,13
45078,578,12
45090,578,12
45104,578,14
45116,578,12
45128,578,12
45140,578,12
45153,578,13
45165,578,12
45178,578,13
45191,578,13
45203,578,12
45215,578,12
45228,578,13
45241,578,13
45253,578,12
45265,578,12
45278,578,13
45290,578,12
45303,578,13
45316,578,13
45328,578,12
45340,578,12
45352,578,12
45365,578,13
45378,578,13
45390,578,12
45403,631,3006
45415,578,25
45427,578,12
45441,578,14
45453,578,12
45465,578,12
45477,578,12
45490,578,13
45503,578,13
45515,578,12
45528,578,13
45540,578,12
45552,578,12
45564,578,12
45578,578,14
45590,578,12
45602,578,12
45615,578,13
45627,578,12
45640,578,13
45652,578,12
45665,578,13
45677,578,12
45689,578,12
45703,578,14
45715,578,12
45727,578,12
45740,578,13
45752,578,12
45764,578,12
45777,578,13
45790,578,13
45802,578,12
45814,578,12
45827,578,13
45840,578,13
45852,578,12
45864,578,12
45877,578,13
45889,578,12
45902,578,13
45915,578,13
45927,578,12
45939,578,12
45952,578,13
45964,578,12
45977,578,13
45989,578,12
46002,578,13
46014,578,12
46026,578,12
46040,578,14
46052,578,12
46064,578,12
46076,578,12
46089,578,13
46102,578,13
46114,578,12
46127,578,13
46139,578,12
46151,578,12
46163,578,12
46177,578,14
46189,578,12
46201,578,12
46214,578,13
46226,578,12
46239,578,13
46252,578,13
46264,578,12
46390,632,2994
47388,630,2994
48387,631,2984
49384,632,2994
50382,630,2994
51381,631,2994
52379,632,2995
53377,630,2995
54375,631,2994
55373,632,2994
56372,630,2995
57369,631,2994
58368,632,2995
59366,630,2994
60363,631,2994
61362,632,2994
62360,630,2994
63019,578,16755
63021,578,2
63023,578,2
63025,578,2
63027,578,2
63028,578,1
63030,578,2
63038,578,8
63050,578,12
63064,578,14
63076,578,12
63088,578,12
63100,578,12
63113,578,13
63126,578,13
63138,578,12
63151,578,13
63163,578,12
63175,578,12
63188,578,13
63201,578,13
63213,578,12
63225,578,12
63238,578,13
63250,578,12
63263,578,13
63276,578,13
63288,578,12
63300,578,12
63312,578,12
63326,578,14
63338,578,12
63350,578,12
63363,578,13
63375,578,12
63388,578,13
63400,578,12
63413,578,13
63425,578,12
63437,578,12
63450,578,13
63463,578,13
63475,578,12
63488,578,13
63500,578,12
63512,578,12
63525,578,13
63538,578,13
63550,578,12
63562,578,12
63575,578,13
63588,578,13
63600,578,12
63612,578,12
63625,578,13
63637,578,12
63649,578,12
63663,578,14
63675,578,12
63687,578,12
63699,578,12
63712,578,13
63725,578,13
63737,578,12
63750,578,13
63762,578,12
63774,578,12
63788,578,14
63800,578,12
63812,578,12
63824,578,12
63837,578,13
63849,578,12
63862,578,13
63875,578,13
63887,578,12
63899,578,12
63911,578,12
63925,578,14
63937,578,12
63949,578,12
63962,578,13
63974,578,12
63987,578,13
64000,578,13
64012,578,12
64024,578,12
64036,578,12
64049,578,13
64062,578,13
64074,578,12
64087,578,13
64099,578,12
64111,578,12
64124,578,13
64137,578,13
64149,578,12
64161,578,12
64174,578,13
64187,578,13
64199,578,12
64211,578,12
64224,578,13
64236,578,12
64248,578,12
64262,578,14
64274,578,12
64286,578,12
64299,578,13
64311,578,12
64324,578,13
64336,578,12
64349,578,13
64361,578,12
64373,578,12
64387,578,14
64399,578,12
64411,578,12
64423,578,12
64436,578,13
64448,578,12
64461,578,13
64474,578,13
64486,578,12
64498,578,12
64510,578,12
64524,578,14
64536,578,12
64548,578,12
64561,578,13
64573,578,12
64586,578,13
64599,578,13
64611,578,12
64623,578,12
64635,578,12
64648,578,13
65354,630,2994
66353,631,5990
67351,632,5989
68349,630,2995
69347,631,2994
70345,632,2994
71344,630,2995
72161,578,7513
72163,578,2
72164,578,1
72166,578,2
72168,578,2
72169,578,1
72171,578,2
72181,578,10
72194,578,13
72206,578,12
72218,578,12
72231,578,13
72244,578,13
72256,578,12
72268,578,12
72281,578,13
72293,578,12
72306,578,13
72318,578,12
72331,578,13
72343,578,12
72355,578,12
72369,578,14
72381,578,12
72393,578,12
72406,578,13
72418,578,12
72431,578,13
72443,578,12
72456,578,13
72468,578,12
72480,578,12
72493,578,13
72506,578,13
72518,578,12
72530,578,12
72543,578,13
72555,578,12
72568,578,13
72581,578,13
72593,578,12
72605,578,12
72617,578,12
72631,578,14
72643,578,12
72655,578,12
72668,578,13
72680,578,12
72692,578,12
72706,578,14
72718,578,12
72730,578,12
72742,578,12
72755,578,13
72768,578,13
72780,578,12
72793,578,13
72805,578,12
72817,578,12
72830,578,13
72843,578,13
72855,578,12
72867,578,12
72880,578,13
72892,578,12
72905,578,13
72918,578,13
72930,578,12
72942,578,12
72954,578,12
72968,578,14
72980,578,12
72992,578,12
73005,578,13
73017,578,12
73030,578,13
73042,578,12
73055,578,13
73067,578,12
73079,578,12
73092,578,13
73105,578,13
73117,578,12
73129,578,12
73142,578,13
73154,578,12
73167,578,13
73180,578,13
73192,578,12
73204,578,12
73217,578,13
73230,578,13
73242,578,12
73254,578,12
73267,578,13
73279,578,12
73291,578,12
73305,578,14
73317,578,12
73329,578,12
73341,578,12
73354,578,13
73367,578,13
73379,578,12
73392,578,13
73404,578,12
73416,578,12
73430,578,14
73442,578,12
73454,578,12
73466,578,12
73479,578,13
73491,578,12
73504,578,13
73517,578,13
73529,578,12
73541,578,12
73553,578,12
73567,578,14
73579,578,12
73591,578,12
73604,578,13
73616,578,12
73629,578,13
73641,578,12
73654,578,13
73666,578,12
73678,578,12
73691,578,13
73704,578,13
73716,578,12
73729,578,13
73741,578,12
73753,578,12
73766,578,13
73779,578,13
73791,578,12
73803,578,12
73816,578,13
73829,578,13
73841,578,12
73853,578,12
73866,578,13
73878,578,12
73890,578,12
73904,578,14
73916,578,12
73928,578,12
73940,578,12
73953,578,13
73966,578,13
73978,578,12
73991,578,13
74003,578,12
74015,578,12
74029,578,14
74041,578,12
74053,578,12
74065,578,12
74078,578,13
74090,578,12
74103,578,13
74116,578,13
74128,578,12
74140,578,12
74152,578,12
74166,578,14
74178,578,12
74190,578,12
74203,578,13
74215,578,12
74228,578,13
74241,578,13
74253,578,12
74265,578,12
74277,578,12
74290,578,13
74303,578,13
74315,578,12
74328,578,13
74340,578,12
74352,578,12
74365,578,13
74378,578,13
74390,578,12
74402,578,12
74415,578,13
74428,578,13
74440,578,12
74452,578,12
74465,578,13
74477,578,12
74489,578,12
74503,578,14
74515,578,12
74527,578,12
74540,578,13
74552,578,12
74565,578,13
74577,578,12
74590,578,13
